@relation 'dataset_pangoa_nosupervisado'

@attribute tipo_contribuyente {'Persona juridica','Persona natural'}
@attribute monto_impuesto numeric
@attribute monto_pagado numeric
@attribute deuda_acumulada numeric
@attribute anios_moroso numeric
@attribute frecuencia_pago {'Con retraso','Nunca paga'}
@attribute meses_retraso_promedio numeric
@attribute num_notificaciones numeric
@attribute respondio_notificacion {Si,No}
@attribute fraccionamiento {No,Si}

@data
'Persona natural',162.12,0,51.17,1,'Nunca paga',0.6,1,No,No
'Persona natural',161.99,50.5,0,0,'Con retraso',0,1,Si,No
'Persona natural',161.88,0,51.11,1,'Nunca paga',0.6,1,No,No
'Persona natural',161.86,0,51.11,1,'Nunca paga',0.6,1,No,No
'Persona natural',161.76,0,51.08,1,'Nunca paga',0.6,1,No,No
'Persona natural',161.49,0,51.02,1,'Nunca paga',0.6,1,No,No
'Persona natural',161.38,0,50.99,1,'Nunca paga',0,1,No,No
'Persona natural',161.33,50.34,0,0,'Con retraso',0,1,Si,No
'Persona natural',161.06,0,50.91,1,'Nunca paga',0.6,1,No,No
'Persona natural',161.01,0,50.9,1,'Nunca paga',0.6,1,No,No
'Persona natural',160.75,0,50.83,1,'Nunca paga',0.6,1,No,No
'Persona natural',160.72,0,50.82,1,'Nunca paga',0.6,1,No,No
'Persona natural',160.57,0,50.79,1,'Nunca paga',0.6,1,No,No
'Persona natural',160.52,0,50.77,1,'Nunca paga',0.6,1,No,No
'Persona natural',160.05,0,50.66,1,'Nunca paga',0.6,1,No,No
'Persona natural',160.05,0,50.66,1,'Nunca paga',0,1,No,No
'Persona natural',159.85,0,50.61,1,'Nunca paga',0,1,No,No
'Persona natural',159.82,0,50.6,1,'Nunca paga',0.6,1,No,No
'Persona natural',159.7,49.93,0,0,'Con retraso',0,1,Si,No
'Persona natural',159.64,0,50.54,1,'Nunca paga',0.6,1,No,No
'Persona natural',159.44,0,50.49,1,'Nunca paga',0.6,1,No,No
'Persona natural',159.33,0,0,0,'Nunca paga',0.6,0,No,No
'Persona natural',159.29,0,50.46,1,'Nunca paga',0,1,No,No
'Persona natural',159.28,0,50.45,1,'Nunca paga',0,1,No,No
'Persona natural',158.92,0,50.36,1,'Nunca paga',0.6,1,No,No
'Persona natural',158.76,0,50.32,1,'Nunca paga',0.6,1,No,No
'Persona natural',158.48,0,50.25,1,'Nunca paga',0.6,1,No,No
'Persona natural',158.43,0,50.24,1,'Nunca paga',0,1,No,No
'Persona natural',158.31,0,50.21,1,'Nunca paga',0.6,1,No,No
'Persona natural',158.25,0,50.2,1,'Nunca paga',0,1,No,No
'Persona natural',158.2,49.55,0,0,'Con retraso',0,1,Si,No
'Persona natural',158.19,0,50.18,1,'Nunca paga',0.6,1,No,No
'Persona natural',158.17,0,50.18,1,'Nunca paga',0,0,No,No
'Persona natural',158.14,0,50.17,1,'Nunca paga',0.6,1,No,No
'Persona natural',158.08,0,50.15,1,'Nunca paga',0,1,No,No
'Persona natural',158.06,0,50.15,1,'Nunca paga',0,0,No,No
'Persona natural',158,0,50.13,1,'Nunca paga',0,1,No,No
'Persona natural',157.95,0,50.12,1,'Nunca paga',0.6,1,No,No
'Persona natural',157.79,49.45,0,0,'Con retraso',0,1,Si,No
'Persona natural',157.69,49.88,0,0,'Con retraso',0,1,Si,No
'Persona natural',157.63,0,50.04,1,'Nunca paga',0.6,1,No,No
'Persona natural',156.94,49.24,0,0,'Con retraso',0,1,Si,No
'Persona natural',156.87,0,49.84,1,'Nunca paga',0,1,No,No
'Persona natural',156.78,0,49.82,1,'Nunca paga',0.6,1,No,No
'Persona natural',156.69,0,49.8,1,'Nunca paga',0,1,No,No
'Persona natural',156.56,0,49.76,1,'Nunca paga',0.6,1,No,No
'Persona natural',156.22,0,49.68,1,'Nunca paga',0,0,No,No
'Persona natural',156.17,0,49.67,1,'Nunca paga',0.6,1,No,No
'Persona natural',156.14,0,49.66,1,'Nunca paga',0.6,1,No,No
'Persona natural',156.12,49.03,0,0,'Con retraso',0,1,Si,No
'Persona natural',156.07,0,49.64,1,'Nunca paga',0.6,1,No,No
'Persona natural',155.94,0,49.61,1,'Nunca paga',0.6,1,No,No
'Persona natural',155.82,49.43,0,0,'Con retraso',0,1,Si,No
'Persona natural',155.71,0,49.55,1,'Nunca paga',0.6,1,No,No
'Persona natural',155.66,0,49.54,1,'Nunca paga',0,1,No,No
'Persona natural',155.42,0,49.48,1,'Nunca paga',0.6,1,No,No
'Persona natural',155.36,0,49.46,1,'Nunca paga',0.6,1,No,No
'Persona natural',155.36,0,49.46,1,'Nunca paga',0,0,No,No
'Persona natural',155.34,0,49.46,1,'Nunca paga',0,1,No,No
'Persona natural',155.24,0,49.43,1,'Nunca paga',0,1,No,No
'Persona natural',155.24,0,49.43,1,'Nunca paga',0.6,1,No,No
'Persona natural',155.23,0,49.43,1,'Nunca paga',0,1,No,No
'Persona natural',155.03,0,49.38,1,'Nunca paga',0.6,1,No,No
'Persona natural',155,0,49.37,1,'Nunca paga',0.6,1,No,No
'Persona natural',154.75,0,49.31,1,'Nunca paga',0.6,1,No,No
'Persona natural',154.69,49.13,0,0,'Con retraso',0,1,Si,No
'Persona natural',154.55,0,49.25,1,'Nunca paga',0,1,No,No
'Persona natural',154.45,0,49.23,1,'Nunca paga',0,1,No,No
'Persona natural',154.41,0,49.22,1,'Nunca paga',0.6,1,No,No
'Persona natural',154.4,0,49.21,1,'Nunca paga',0.6,1,No,No
'Persona natural',154.39,0,49.21,1,'Nunca paga',0.6,1,No,No
'Persona natural',154.35,0,49.2,1,'Nunca paga',0.6,1,No,No
'Persona natural',154.29,0,49.19,1,'Nunca paga',0.6,1,No,No
'Persona natural',154.15,0,49.15,1,'Nunca paga',0.6,1,No,No
'Persona natural',154.14,0,49.15,1,'Nunca paga',0,1,No,No
'Persona natural',154.09,0,49.14,1,'Nunca paga',0,0,No,No
'Persona natural',154.08,0,49.13,1,'Nunca paga',0,1,No,No
'Persona natural',153.85,0,49.08,1,'Nunca paga',0,1,No,No
'Persona natural',153.84,0,49.07,1,'Nunca paga',0.6,1,No,No
'Persona natural',153.69,0,49.04,1,'Nunca paga',0,1,No,No
'Persona natural',153.59,0,49.01,1,'Nunca paga',0.6,1,No,No
'Persona natural',153.38,0,48.96,1,'Nunca paga',0.6,1,No,No
'Persona natural',153.32,0,48.94,1,'Nunca paga',0.6,1,No,No
'Persona natural',153.27,48.32,0,0,'Con retraso',0,1,Si,No
'Persona natural',153.16,0,48.9,1,'Nunca paga',0.6,1,No,No
'Persona natural',153.14,0,48.9,1,'Nunca paga',0.6,1,No,No
'Persona natural',153.06,0,48.88,1,'Nunca paga',0,1,No,No
'Persona natural',152.8,0,48.81,1,'Nunca paga',0.6,1,No,No
'Persona natural',152.65,0,48.78,1,'Nunca paga',0.6,1,No,No
'Persona natural',152.62,0,48.77,1,'Nunca paga',0.6,1,No,No
'Persona natural',152.6,0,48.76,1,'Nunca paga',0,1,No,No
'Persona natural',152.52,0,48.74,1,'Nunca paga',0,1,No,No
'Persona natural',152.43,0,48.72,1,'Nunca paga',0.6,1,No,No
'Persona natural',152.35,0,48.7,1,'Nunca paga',0,1,No,No
'Persona natural',152.28,0,48.68,1,'Nunca paga',0.6,1,No,No
'Persona natural',151.97,0,48.6,1,'Nunca paga',0.6,1,No,No
'Persona natural',151.95,47.99,0,0,'Con retraso',0,1,Si,No
'Persona natural',151.94,0,48.59,1,'Nunca paga',0,1,No,No
'Persona natural',151.9,0,48.58,1,'Nunca paga',0,1,No,No
'Persona natural',151.88,0,48.57,1,'Nunca paga',0.6,1,No,No
'Persona natural',151.85,47.97,0,0,'Con retraso',0,1,Si,No
'Persona natural',151.84,0,48.56,1,'Nunca paga',0.6,1,No,No
'Persona natural',151.83,0,48.56,1,'Nunca paga',0.6,1,No,No
'Persona natural',151.79,0,48.55,1,'Nunca paga',0,1,No,No
'Persona natural',151.64,0,48.51,1,'Nunca paga',0.6,1,No,No
'Persona natural',151.59,47.9,0,0,'Con retraso',0,1,Si,No
'Persona natural',151.47,0,48.47,1,'Nunca paga',0.6,1,No,No
'Persona natural',151.41,0,48.46,1,'Nunca paga',0.6,1,No,No
'Persona natural',151.27,0,48.42,1,'Nunca paga',0,1,No,No
'Persona natural',151.26,0,48.42,1,'Nunca paga',0,0,No,No
'Persona natural',151.25,0,48.42,1,'Nunca paga',0,0,No,No
'Persona natural',151.24,47.81,0,0,'Con retraso',0,1,Si,No
'Persona natural',151.22,0,48.41,1,'Nunca paga',0.6,1,No,No
'Persona natural',150.96,0,48.34,1,'Nunca paga',0.6,1,No,No
'Persona natural',150.58,0,48.25,1,'Nunca paga',0.6,1,No,No
'Persona natural',150.44,0,48.21,1,'Nunca paga',0.6,1,No,No
'Persona natural',150.42,0,48.21,1,'Nunca paga',0.6,1,No,No
'Persona natural',150.3,0,48.18,1,'Nunca paga',0.6,1,No,No
'Persona natural',150.28,0,48.17,1,'Nunca paga',0.6,1,No,No
'Persona natural',150.27,0,48.17,1,'Nunca paga',0.6,1,No,No
'Persona natural',150.2,0,48.15,1,'Nunca paga',0,1,No,No
'Persona natural',150.06,47.52,0,0,'Con retraso',0,1,Si,No
'Persona natural',150.02,0,48.11,1,'Nunca paga',0.6,1,No,No
'Persona natural',149.97,0,48.1,1,'Nunca paga',0.6,1,No,No
'Persona natural',149.86,0,48.07,1,'Nunca paga',0.6,1,No,No
'Persona natural',149.74,0,48.04,1,'Nunca paga',0.6,1,No,No
'Persona natural',149.69,47.43,0,0,'Con retraso',0,1,Si,No
'Persona natural',149.64,0,48,1,'Nunca paga',0.6,1,No,No
'Persona natural',149.62,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',149.59,0,47.99,1,'Nunca paga',0.6,1,No,No
'Persona natural',149.38,0,47.94,1,'Nunca paga',0,1,No,No
'Persona natural',149.36,0,47.93,1,'Nunca paga',0,1,No,No
'Persona natural',149.32,47.33,0,0,'Con retraso',0,1,Si,No
'Persona natural',149.22,47.74,0,0,'Con retraso',0,1,Si,No
'Persona natural',149.22,0,47.9,1,'Nunca paga',0.6,1,No,No
'Persona natural',148.72,0,47.77,1,'Nunca paga',0.6,1,No,No
'Persona natural',148.62,47.16,0,0,'Con retraso',0,1,Si,No
'Persona natural',148.57,0,47.74,1,'Nunca paga',0.6,1,No,No
'Persona natural',148.5,0,47.72,1,'Nunca paga',0.6,1,No,No
'Persona natural',148.39,0,47.69,1,'Nunca paga',0.6,1,No,No
'Persona natural',148.23,0,47.65,1,'Nunca paga',0.6,1,No,No
'Persona natural',147.95,0,47.58,1,'Nunca paga',0.6,1,No,No
'Persona natural',147.92,0,47.57,1,'Nunca paga',0.6,1,No,No
'Persona natural',147.81,0,47.55,1,'Nunca paga',0,0,No,No
'Persona natural',147.8,0,47.54,1,'Nunca paga',0.6,1,No,No
'Persona natural',147.78,0,47.54,1,'Nunca paga',0.6,1,No,No
'Persona natural',147.67,0,47.51,1,'Nunca paga',0,1,No,No
'Persona natural',147.43,0,0,0,'Nunca paga',0.6,0,No,No
'Persona natural',147.42,0,47.45,1,'Nunca paga',0,1,No,No
'Persona natural',147.34,0,47.43,1,'Nunca paga',0,1,No,No
'Persona natural',147.26,0,47.41,1,'Nunca paga',0.6,1,No,No
'Persona natural',147.22,46.81,0,0,'Con retraso',0,1,Si,No
'Persona natural',147.13,0,47.37,1,'Nunca paga',0.6,1,No,No
'Persona natural',147.08,0,47.35,1,'Nunca paga',0,1,No,No
'Persona natural',147.01,0,47.34,1,'Nunca paga',0.6,1,No,No
'Persona natural',146.99,0,47.33,1,'Nunca paga',0,1,No,No
'Persona natural',146.96,0,47.32,1,'Nunca paga',0.6,1,No,No
'Persona natural',146.84,0,47.29,1,'Nunca paga',0.6,1,No,No
'Persona natural',146.66,0,47.25,1,'Nunca paga',0,1,No,No
'Persona natural',146.58,0,47.23,1,'Nunca paga',0.6,1,No,No
'Persona natural',146.53,46.64,0,0,'Con retraso',0,1,Si,No
'Persona natural',146.44,0,47.19,1,'Nunca paga',0.6,1,No,No
'Persona natural',146.41,46.61,0,0,'Con retraso',0,1,Si,No
'Persona natural',146.39,0,47.18,1,'Nunca paga',0,1,No,No
'Persona natural',146.27,0,47.15,1,'Nunca paga',0,1,No,No
'Persona natural',146.24,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',146,0,47.08,1,'Nunca paga',0,1,No,No
'Persona natural',145.88,0,47.05,1,'Nunca paga',0.6,1,No,No
'Persona natural',145.66,0,47,1,'Nunca paga',0.6,1,No,No
'Persona natural',145.5,46.38,0,0,'Con retraso',0,1,Si,No
'Persona natural',145.5,0,46.96,1,'Nunca paga',0.6,1,No,No
'Persona natural',145.48,46.37,0,0,'Con retraso',0,1,Si,No
'Persona natural',145.3,0,46.91,1,'Nunca paga',0,1,No,No
'Persona natural',145.21,0,46.89,1,'Nunca paga',0,1,No,No
'Persona natural',145.21,0,0,0,'Nunca paga',0.6,0,No,No
'Persona natural',145.2,0,46.88,1,'Nunca paga',0.6,1,No,No
'Persona natural',145.16,0,46.87,1,'Nunca paga',0.6,1,No,No
'Persona natural',145.13,0,46.87,1,'Nunca paga',0.6,1,No,No
'Persona natural',144.97,0,46.83,1,'Nunca paga',0.6,1,No,No
'Persona natural',144.7,0,46.76,1,'Nunca paga',0.6,1,No,No
'Persona natural',144.62,0,46.73,1,'Nunca paga',0.6,1,No,No
'Persona natural',144.35,0,46.66,1,'Nunca paga',0.6,1,No,No
'Persona natural',144.31,0,46.65,1,'Nunca paga',0,1,No,No
'Persona natural',144.18,0,46.62,1,'Nunca paga',0.6,1,No,No
'Persona natural',144.16,0,46.61,1,'Nunca paga',0.6,1,No,No
'Persona natural',144.14,46.04,0,0,'Con retraso',0,1,Si,No
'Persona natural',144.1,0,46.6,1,'Nunca paga',0.6,1,No,No
'Persona natural',144.09,0,46.6,1,'Nunca paga',0,1,No,No
'Persona natural',144.09,0,46.6,1,'Nunca paga',0.6,1,No,No
'Persona natural',144.03,0,46.58,1,'Nunca paga',0.6,1,No,No
'Persona natural',143.96,0,46.56,1,'Nunca paga',0.6,1,No,No
'Persona natural',143.91,0,46.55,1,'Nunca paga',0.6,1,No,No
'Persona natural',143.64,0,36.48,1,'Nunca paga',0.6,0,No,No
'Persona natural',143.57,0,46.47,1,'Nunca paga',0.6,1,No,No
'Persona natural',143.56,0,46.46,1,'Nunca paga',0.6,1,No,No
'Persona natural',143.51,45.88,0,0,'Con retraso',0,1,Si,No
'Persona natural',143.44,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',143.37,0,46.42,1,'Nunca paga',0,1,No,No
'Persona natural',143.31,0,46.4,1,'Nunca paga',0,1,No,No
'Persona natural',143.31,0,46.4,1,'Nunca paga',0.6,1,No,No
'Persona natural',143.29,0,46.4,1,'Nunca paga',0.6,1,No,No
'Persona natural',143.1,0,46.35,1,'Nunca paga',0,1,No,No
'Persona natural',143.09,0,46.35,1,'Nunca paga',0.6,1,No,No
'Persona natural',143,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',142.74,0,46.26,1,'Nunca paga',0.6,1,No,No
'Persona natural',142.68,0,46.24,1,'Nunca paga',0.6,1,No,No
'Persona natural',142.66,0,46.24,1,'Nunca paga',0.6,1,No,No
'Persona natural',142.5,0,46.2,1,'Nunca paga',0,1,No,No
'Persona natural',142.4,0,46.17,1,'Nunca paga',0.6,1,No,No
'Persona natural',142.38,0,46.17,1,'Nunca paga',0,1,No,No
'Persona natural',142.36,0,46.16,1,'Nunca paga',0.6,1,No,No
'Persona natural',142.32,0,46.15,1,'Nunca paga',0.6,1,No,No
'Persona natural',142.3,0,46.15,1,'Nunca paga',0,1,No,No
'Persona natural',142.17,0,46.12,1,'Nunca paga',0.6,1,No,No
'Persona natural',142.02,0,46.07,1,'Nunca paga',0,1,No,No
'Persona natural',141.81,0,46.02,1,'Nunca paga',0.6,1,No,No
'Persona natural',141.57,0,45.96,1,'Nunca paga',0,1,No,No
'Persona natural',141.41,0,45.92,1,'Nunca paga',0.6,1,No,No
'Persona natural',141.18,0,45.86,1,'Nunca paga',0,0,No,No
'Persona natural',141.14,0,45.85,1,'Nunca paga',0.6,1,No,No
'Persona natural',141.03,0,45.82,1,'Nunca paga',0.6,1,No,No
'Persona natural',140.87,0,45.78,1,'Nunca paga',0.6,1,No,No
'Persona natural',140.8,0,0,0,'Nunca paga',0.6,0,No,No
'Persona natural',140.79,0,45.76,1,'Nunca paga',0,1,No,No
'Persona natural',140.75,0,45.75,1,'Nunca paga',0.6,1,No,No
'Persona natural',140.71,0,45.74,1,'Nunca paga',0.6,1,No,No
'Persona natural',140.69,0,45.74,1,'Nunca paga',0,1,No,No
'Persona natural',140.63,0,45.72,1,'Nunca paga',0,1,No,No
'Persona natural',140.57,0,45.71,1,'Nunca paga',0.6,1,No,No
'Persona natural',140.54,0,45.7,1,'Nunca paga',0.6,1,No,No
'Persona natural',140.48,45.12,0,0,'Con retraso',0,1,Si,No
'Persona natural',140.46,0,45.68,1,'Nunca paga',0.6,1,No,No
'Persona natural',140.45,0,45.68,1,'Nunca paga',0.6,1,No,No
'Persona natural',140.31,0,45.64,1,'Nunca paga',0.6,1,No,No
'Persona natural',140.27,0,45.63,1,'Nunca paga',0,1,No,No
'Persona natural',140.23,0,45.62,1,'Nunca paga',0,1,No,No
'Persona natural',139.87,0,45.53,1,'Nunca paga',0,1,No,No
'Persona natural',139.63,0,45.47,1,'Nunca paga',0.6,1,No,No
'Persona natural',139.6,0,45.45,1,'Nunca paga',0,0,No,No
'Persona natural',139.58,0,45.45,1,'Nunca paga',0.6,1,No,No
'Persona natural',139.56,0,45.44,1,'Nunca paga',0,1,No,No
'Persona natural',139.48,0,45.42,1,'Nunca paga',0.6,1,No,No
'Persona natural',139.44,0,45.41,1,'Nunca paga',0.6,1,No,No
'Persona natural',139.39,0,45.4,1,'Nunca paga',0.6,1,No,No
'Persona natural',139.35,0,45.39,1,'Nunca paga',0.6,1,No,No
'Persona natural',139.25,44.82,0,0,'Con retraso',0,0,Si,No
'Persona natural',139.2,0,45.35,1,'Nunca paga',0.6,1,No,No
'Persona natural',139.1,44.78,0,0,'Con retraso',0,1,Si,No
'Persona natural',138.95,44.74,0,0,'Con retraso',0,1,Si,No
'Persona natural',138.9,44.73,0,0,'Con retraso',0,1,Si,No
'Persona natural',138.81,0,45.26,1,'Nunca paga',0.6,1,No,No
'Persona natural',138.52,0,45.18,1,'Nunca paga',0.6,1,No,No
'Persona natural',138.46,44.62,0,0,'Con retraso',0,1,Si,No
'Persona natural',138.26,0,45.12,1,'Nunca paga',0,1,No,No
'Persona natural',138.24,0,0,0,'Nunca paga',0.6,0,No,No
'Persona natural',138.23,0,45.11,1,'Nunca paga',0.6,1,No,No
'Persona natural',138.11,0,45.08,1,'Nunca paga',0.6,1,No,No
'Persona natural',138.08,44.52,0,0,'Con retraso',0,1,Si,No
'Persona natural',138.04,0,45.06,1,'Nunca paga',0,1,No,No
'Persona natural',137.96,0,45.04,1,'Nunca paga',0.6,1,No,No
'Persona natural',137.92,0,0,0,'Nunca paga',0.6,0,No,No
'Persona natural',137.76,0,44.99,1,'Nunca paga',0.6,1,No,No
'Persona natural',137.65,0,0,0,'Nunca paga',0.6,0,No,No
'Persona natural',137.65,44.42,0,0,'Con retraso',0,1,Si,No
'Persona natural',137.32,0,0,0,'Nunca paga',0.6,0,No,No
'Persona natural',137.27,0,44.87,1,'Nunca paga',0.6,1,No,No
'Persona natural',137.26,0,44.87,1,'Nunca paga',0.6,1,No,No
'Persona natural',137.17,0,44.85,1,'Nunca paga',0.6,1,No,No
'Persona natural',137.05,0,44.81,1,'Nunca paga',0.5,1,No,No
'Persona natural',136.97,0,44.79,1,'Nunca paga',0.5,1,No,No
'Persona natural',136.94,0,44.78,1,'Nunca paga',0,1,No,No
'Persona natural',136.92,0,44.77,1,'Nunca paga',0.5,1,No,No
'Persona natural',136.9,0,44.77,1,'Nunca paga',0.5,1,No,No
'Persona natural',136.86,0,44.76,1,'Nunca paga',0.5,1,No,No
'Persona natural',136.85,0,44.76,1,'Nunca paga',0,1,No,No
'Persona natural',136.46,0,44.66,1,'Nunca paga',0,1,No,No
'Persona natural',136.42,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',136.41,0,44.65,1,'Nunca paga',0,1,No,No
'Persona natural',136.31,0,44.62,1,'Nunca paga',0.5,1,No,No
'Persona natural',136.28,44.07,0,0,'Con retraso',0,1,Si,No
'Persona natural',136.27,0,44.61,1,'Nunca paga',0.5,1,No,No
'Persona natural',136.26,0,44.61,1,'Nunca paga',0.5,1,No,No
'Persona natural',136.19,0,44.59,1,'Nunca paga',0,1,No,No
'Persona natural',136.17,0,0,0,'Nunca paga',0.5,0,No,No
'Persona natural',136.06,0,44.56,1,'Nunca paga',0.5,1,No,No
'Persona natural',136.03,0,44.55,1,'Nunca paga',0.5,1,No,No
'Persona natural',136.01,0,44.55,1,'Nunca paga',0.5,1,No,No
'Persona natural',135.95,0,44.53,1,'Nunca paga',0.5,1,No,No
'Persona natural',135.76,0,44.48,1,'Nunca paga',0,1,No,No
'Persona natural',135.75,0,44.48,1,'Nunca paga',0.5,1,No,No
'Persona natural',135.68,0,44.46,1,'Nunca paga',0,1,No,No
'Persona natural',135.36,0,44.38,1,'Nunca paga',0,1,No,No
'Persona natural',135.34,0,44.38,1,'Nunca paga',0.5,1,No,No
'Persona natural',135.32,0,44.37,1,'Nunca paga',0,1,No,No
'Persona natural',135.31,0,44.37,1,'Nunca paga',0.5,1,No,No
'Persona natural',135.26,0,44.36,1,'Nunca paga',0,1,No,No
'Persona natural',135.1,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',135.06,0,44.31,1,'Nunca paga',0,1,No,No
'Persona natural',134.98,0,44.29,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.93,0,44.28,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.88,0,44.26,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.82,0,44.25,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.81,0,44.25,1,'Nunca paga',0,1,No,No
'Persona natural',134.73,0,44.23,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.71,0,44.22,1,'Nunca paga',0,1,No,No
'Persona natural',134.65,0,44.21,1,'Nunca paga',0,1,No,No
'Persona natural',134.64,0,44.2,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.63,43.66,0,0,'Con retraso',0,1,Si,No
'Persona natural',134.49,0,44.16,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.48,0,44.15,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.47,0,44.15,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.38,0,44.13,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.34,43.59,0,0,'Con retraso',0,1,Si,No
'Persona natural',134.28,0,44.1,1,'Nunca paga',0,1,No,No
'Persona natural',134.26,0,44.1,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.24,0,44.09,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.22,0,44.09,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.21,0,44.09,1,'Nunca paga',0.5,1,No,No
'Persona natural',134.06,0,44.05,1,'Nunca paga',0,1,No,No
'Persona natural',134.03,33.51,0,0,'Con retraso',0,0,Si,No
'Persona natural',134.02,0,44.04,1,'Nunca paga',0.5,1,No,No
'Persona natural',133.97,0,44.03,1,'Nunca paga',0.5,1,No,No
'Persona natural',133.95,43.49,0,0,'Con retraso',0,1,Si,No
'Persona natural',133.67,0,43.95,1,'Nunca paga',0.5,1,No,No
'Persona natural',133.57,0,43.93,1,'Nunca paga',0,1,No,No
'Persona natural',133.57,0,43.93,1,'Nunca paga',0.5,1,No,No
'Persona natural',133.56,0,43.92,1,'Nunca paga',0.5,1,No,No
'Persona natural',133.5,0,43.91,1,'Nunca paga',0.5,1,No,No
'Persona natural',133.46,0,43.9,1,'Nunca paga',0.5,1,No,No
'Persona natural',133.31,0,43.86,1,'Nunca paga',0,1,No,No
'Persona natural',133.24,0,43.84,1,'Nunca paga',0,1,No,No
'Persona natural',132.99,0,43.78,1,'Nunca paga',0.5,1,No,No
'Persona natural',132.95,0,43.77,1,'Nunca paga',0.5,1,No,No
'Persona natural',132.88,0,43.75,1,'Nunca paga',0.5,1,No,No
'Persona natural',132.72,0,43.71,1,'Nunca paga',0,1,No,No
'Persona natural',132.62,0,43.69,1,'Nunca paga',0,1,No,No
'Persona natural',132.4,0,43.63,1,'Nunca paga',0.5,1,No,No
'Persona natural',132.35,0,43.62,1,'Nunca paga',0.5,1,No,No
'Persona natural',132.27,43.07,0,0,'Con retraso',0,1,Si,No
'Persona natural',132.22,0,43.59,1,'Nunca paga',0.5,1,No,No
'Persona natural',132.15,0,43.57,1,'Nunca paga',0,1,No,No
'Persona natural',131.98,0,0,0,'Nunca paga',0.5,0,No,No
'Persona natural',131.96,0,43.51,1,'Nunca paga',0.5,1,No,No
'Persona natural',131.88,0,43.49,1,'Nunca paga',0,1,No,No
'Persona natural',131.85,45,0,0,'Con retraso',0,1,Si,No
'Persona natural',131.75,0,43.46,1,'Nunca paga',0.5,1,No,No
'Persona natural',131.73,0,43.46,1,'Nunca paga',0.5,1,No,No
'Persona natural',131.4,0,43.37,1,'Nunca paga',0.5,1,No,No
'Persona natural',131.37,0,43.37,1,'Nunca paga',0.5,1,No,No
'Persona natural',131.08,0,43.29,1,'Nunca paga',0.5,1,No,No
'Persona natural',131.03,32.76,0,0,'Con retraso',0,0,Si,No
'Persona natural',130.99,0,43.27,1,'Nunca paga',0.5,1,No,No
'Persona natural',130.92,0,43.25,1,'Nunca paga',0.5,1,No,No
'Persona natural',130.88,0,43.24,1,'Nunca paga',0.5,1,No,No
'Persona natural',130.81,0,43.23,1,'Nunca paga',0.5,1,No,No
'Persona natural',130.79,0,43.22,1,'Nunca paga',0.5,1,No,No
'Persona natural',130.77,0,43.22,1,'Nunca paga',0,1,No,No
'Persona natural',130.63,0,43.18,1,'Nunca paga',0.5,1,No,No
'Persona natural',130.61,42.66,0,0,'Con retraso',0,1,Si,No
'Persona natural',130.6,0,43.17,1,'Nunca paga',0.5,1,No,No
'Persona natural',130.51,42.63,0,0,'Con retraso',0,1,Si,No
'Persona natural',130.51,0,43.15,1,'Nunca paga',0.5,1,No,No
'Persona natural',130.49,0,43.15,1,'Nunca paga',0.5,1,No,No
'Persona natural',130.27,0,43.09,1,'Nunca paga',0.5,1,No,No
'Persona natural',130.19,0,43.07,1,'Nunca paga',0,1,No,No
'Persona natural',130.09,0,43.05,1,'Nunca paga',0,1,No,No
'Persona natural',130.04,0,43.03,1,'Nunca paga',0,1,No,No
'Persona natural',129.88,0,42.99,1,'Nunca paga',0.5,1,No,No
'Persona natural',129.87,0,42.99,1,'Nunca paga',0.5,1,No,No
